,M229-Ctrl-4-Day,M229-DDR-1,M229-DTPPy-2,M229-IFNy-4-Day,M229-MRDDR2-1,M229-MRDDR4-1,M229-PLX-AZD-11-Day,M229-PLX-AZD-14-Day,M229-PLX-AZD-4-Day,M229-PLX-AZD-7-Day,M229-PLX-AZD-IFNy-11-Day,M229-PLX-AZD-IFNy-14-Day,M229-PLX-AZD-IFNy-4-Day,M229-PLX-AZD-IFNy-7-Day,M238-DTPP-2,M238-DTPPy-2,M395-RDDR-1,M397-Ctrl-4-Day,M397-DTPP2-2,M397-DTPPy,M397-IFNy-4-Day,M397-PLX-AZD-11-Day,M397-PLX-AZD-14-Day,M397-PLX-AZD-4-Day,M397-PLX-AZD-7-Day,M397-PLX-AZD-IFNy-11-Day,M397-PLX-AZD-IFNy-14-Day,M397-PLX-AZD-IFNy-4-Day,M397-PLX-AZD-IFNy-7-Day,SK28-Ctrl-4-Day,SK28-IFNy-4-Day,SK28-PLX-AZD-11-Day,SK28-PLX-AZD-14-Day,SK28-PLX-AZD-4-Day,SK28-PLX-AZD-7-Day,SK28-PLX-AZD-IFNy-11-Day,SK28-PLX-AZD-IFNy-14-Day,SK28-PLX-AZD-IFNy-4-Day,SK28-PLX-AZD-IFNy-7-Day,SKMEL28-DDR-1,SKMEL28-DTPPy1-1,SKMEL28-MRDDR-1,SKMEL28-MRDDR2-1
GCNP_SHH_UP_LATE.V1_UP,0.00727073698836975,-0.0951111917364384,-0.0112070433032715,0.149973710074452,0.0136195886006278,-0.0210892944425506,0.0673107677174362,-0.0641620913163549,0.0179091137563291,0.0946895720805852,0.115898688824115,0.0440118971999874,0.138762487945624,0.154892437000056,0.00703458027519732,0.089040472310596,-0.218880144195084,0.0816079238642259,0.125343735192653,0.0443053919877511,0.0133525998640315,-0.0655313207838354,-0.240704028327133,-0.163329406368122,-0.00361093732059758,-0.171141805777076,-0.012480509000947,-0.115609163378035,-0.215442277400527,0.0501112301250416,0.093811571400531,-0.107385175018731,-0.050786514391124,-0.00370777327531868,0.120211993561128,0.118565446825798,0.100063100944296,0.119812344362424,0.167171438399072,0.104823704041922,-0.2406834765067,-0.0626502818084556,-0.0159151953652296
RAPA_EARLY_UP.V1_DN,-0.086054487459259,-0.0575884062137183,-0.142384423953704,0.00827762993971382,-0.255974052783425,-0.251579122279534,0.194121925290966,0.203929538969498,0.180615650738014,0.19607945576726,0.329708946288134,0.341679335108476,0.263589868704943,0.190624825536553,0.00468677322173855,-0.00518366512443463,-0.211052187980422,-0.216244716671933,0.0294183456469638,-0.182450952998145,-0.307243383595899,-0.149431240364704,-0.181871044907223,-0.177119135584456,0.138595892565332,-0.146413772462594,0.0327825851146517,-0.0667086243385268,-0.198246444503589,-0.209094958200307,-0.143536160076775,0.216700669793654,0.234074991468121,0.058952640131933,0.202937517776968,0.368193474703518,0.193104867906217,0.20775657086213,0.280507594812826,-0.224389431922915,-0.153027937189513,-0.151625470656193,-0.19950911841872
RAPA_EARLY_UP.V1_UP,0.135306914618572,-0.0406714398262608,0.0278722976986558,0.120881346514507,-0.19294417869588,-0.121613814740276,0.102113985814098,-0.0502992578482214,-0.0585858434446139,-0.0108913226131173,0.122611850750752,0.0054415668348072,-0.0921521960144611,0.0169131987206239,0.098456810017399,0.0126665804098959,-0.0991769331297628,-0.179166445420171,0.0701498258662994,0.113314772910835,-0.0581575155757904,-0.0214846117796965,-0.054512310314942,0.00690032706612531,-0.0484965237248405,-0.147211062687721,-0.0288571929723924,-0.0410047742169949,-0.0845123427024994,-0.0687726945568885,-0.0545618507754568,-0.0314158435830858,0.114463260808115,0.0293899959828737,0.0169878668315433,0.0284455241002802,0.0904065697681329,0.10899208806028,0.0268945051811164,-0.0955524584082895,-0.117535192751266,0.040919293930751,-0.0159350328955172
HINATA_NFKB_IMMU_INF,-0.256390797506473,0.533009067823262,0.271627430640155,0.239530753764787,0.39098281985453,-0.329137216155761,-0.380578365266,-0.14565799411915,-0.528300071321068,-0.631484490903457,0.380110357975636,0.489112424059054,-0.276487162969997,0.298217890907764,0.511999649409394,0.401031779014645,-0.294280471352495,-0.116565886037272,0.211405753148971,0.475764249527058,0.482848416647813,-0.349924582392891,-0.515473640434829,-0.569605611042533,-0.278311752998775,0.0358329557819553,0.0641286564013838,0.0356127286605595,-0.118606461437196,0.014479481838333,0.351085361393514,-0.403400325231021,-0.239237249536457,-0.447704491415317,-0.444640044535328,-0.185041112215742,0.193287148950905,-0.148991164837215,-0.253397790047432,0.583315732746836,-0.423005696215273,0.497352945856465,-0.384833531084299
CYCLIN_D1_KE_.V1_DN,-0.059936972380784,0.115463586335563,-0.0473154931257155,-0.00939180282986787,0.0324090383651155,0.17133100936601,-0.0534592377833658,0.157583531074137,-0.14079375974307,0.0478437856033021,0.0510480960984316,0.124876002729923,-0.148230536183626,0.0312943217640857,0.00457013377299262,0.0353607164857236,0.0669150707845579,-0.183601856282797,-0.00215642720074302,-0.139712315762185,-0.149890370677375,-0.0687769163398588,-0.063083497577356,0.0209317894364047,-0.0263647303015295,-0.0654148374777865,-0.0122214451956362,-0.104387830578901,-0.0473604121799901,-0.15308653918253,-0.126526418494721,0.019209154626003,0.0378385826896656,0.033957143893523,-0.000264811973889251,0.0586509758941297,0.17331220787706,-0.0686745353399045,0.0688171973208185,0.110501591327733,0.108316468952604,-0.0277547082473763,0.0447111577913246
CYCLIN_D1_KE_.V1_UP,0.0894176127544446,-0.153721532188808,-0.0347412117528629,0.14260081866699,-0.112635747117685,-0.285975690049857,0.206365034040507,0.0193421034817789,0.164284858580203,0.180091165914695,0.258336743653025,0.256468379555227,0.0162632931321858,0.227898065608386,0.1956075167355,0.1163818209156,-0.333753243947902,-0.212523318030018,0.216853457949044,-0.04811747866787,-0.179842365675776,-0.277364612294078,-0.283293437414063,-0.337097831279788,0.0534354541499848,-0.215732481902958,-0.0246186014479511,-0.154197550258679,-0.314615758325694,0.0714040441023625,0.143127621532997,0.0982884670793685,0.317570704392178,0.0913440982500087,0.260903964690507,0.251039196294512,0.156880481056054,0.0668320652167202,0.208628954823155,-0.118199084431616,-0.280737994063519,-0.069372084960363,-0.223038481619468
CYCLIN_D1_UP.V1_DN,-0.159616582895604,0.139006187269372,-0.019291248117338,-0.160043606383438,0.0794622665352138,0.105864932918908,0.0247137922882166,0.0856348761369249,-0.183779190613528,-0.0590610037867953,-0.0293834393966705,0.00967474516521719,-0.264172860959708,-0.0489592638051836,0.16626542356725,0.0623360930484694,0.0518068865219567,-0.101630522731288,0.205829971993299,-0.0207301468008143,-0.173024915973694,-0.0795817131866609,-0.181770272452745,-0.0697923984546595,-0.0449286790079335,-0.175683772469048,0.0378112682893019,-0.10014770139023,-0.228935956407282,-0.179907709263515,-0.173035505048972,0.0393857463449458,0.191407523307671,0.0641619968497119,0.127284010921376,0.186589636514212,0.144727253545661,-0.122095490095653,0.0742245218881401,0.0616459289664801,0.0302316627558086,0.0693089624692854,-0.0397791828924231
CYCLIN_D1_UP.V1_UP,0.0961348324757262,-0.137169090029235,-0.0424905985982502,0.234185171950636,-0.139445888258685,-0.298219151852117,0.127913767429403,0.0567139930192126,0.153338889344097,0.179419277045193,0.22190016442902,0.221833690168908,0.1149290078972,0.217587146152469,0.0442231709447413,0.0016255876313428,-0.279229550725605,-0.238573834704955,0.0942986658581986,-0.0631422414868843,-0.202054619707052,-0.274308085855067,-0.237163423772086,-0.254525481145908,-0.0472711576179214,-0.160037418840034,-0.129546566805207,-0.0823464175359368,-0.231087187355577,0.0397046081979928,0.127835927679567,0.106542778756709,0.247052260390847,0.0693173350894398,0.220331323719757,0.183959274160032,0.220711166057764,0.17678588529159,0.132663033746487,-0.141185818156078,-0.177818293697803,-0.043558690209426,-0.187765756288329
CSR_EARLY_UP.V1_DN,-0.288382278134716,-0.0377118054951369,-0.383886346094959,-0.199691779507761,-0.170947994062715,-0.398631247558387,-0.00653522033021536,-0.0203622570807805,-0.0250673497883269,-0.0418177936245062,0.0799359026935446,0.149860330753962,0.223455792618895,0.149586883167148,0.395370689602074,0.324850975534257,-0.235075496807165,-0.318314626050244,0.287598294114265,0.257268793802936,-0.0922442492019283,-0.0925225319093778,-0.313831992500902,-0.375766025700786,0.0919600923806052,0.0946902905144764,0.122643397658925,0.147303500552731,-0.181880382047211,-0.174650810305847,-0.0597839656794653,0.129132370381296,0.240341543869641,0.133656760138133,0.177105892573586,0.180155281776525,0.248577707448345,0.303108543175474,0.342940354676598,-0.0606475769642659,-0.409979268973704,0.000936192295100419,-0.424762651896233
CSR_EARLY_UP.V1_UP,0.328532863977873,-0.280103008191746,0.144976608965356,0.483968784640271,0.104101317479397,-0.450322310158493,0.0504619125390061,0.012036662416166,-0.0151506244286367,-0.00158773698641215,0.300036132372261,0.279043975567076,-0.0920416364057643,0.133671019547636,0.211771442266344,0.298915342054004,-0.303432337850145,-0.207671379353897,0.262602454489618,0.180827738673432,-0.12051082421087,-0.476053406448202,-0.464089813226462,-0.596820583207193,-0.248026074652827,-0.375564898837225,-0.0739568939726789,-0.418665656206102,-0.52583501455756,0.25862853396373,0.387807107446602,0.131600076603256,0.328468352377729,0.0628682411836841,0.273287706291035,0.447130436162919,0.143689542234626,0.204212037867347,0.418279220749118,0.22380504237368,-0.475360196758091,0.397168070413108,-0.360014657369019
