,M229-Ctrl-4-Day,M229-DDR-1,M229-DTPPy-2,M229-IFNy-4-Day,M229-MRDDR2-1,M229-MRDDR4-1,M229-PLX-AZD-11-Day,M229-PLX-AZD-14-Day,M229-PLX-AZD-4-Day,M229-PLX-AZD-7-Day,M229-PLX-AZD-IFNy-11-Day,M229-PLX-AZD-IFNy-14-Day,M229-PLX-AZD-IFNy-4-Day,M229-PLX-AZD-IFNy-7-Day,M238-DTPP-2,M238-DTPPy-2,M395-RDDR-1,M397-Ctrl-4-Day,M397-DTPP2-2,M397-DTPPy,M397-IFNy-4-Day,M397-PLX-AZD-11-Day,M397-PLX-AZD-14-Day,M397-PLX-AZD-4-Day,M397-PLX-AZD-7-Day,M397-PLX-AZD-IFNy-11-Day,M397-PLX-AZD-IFNy-14-Day,M397-PLX-AZD-IFNy-4-Day,M397-PLX-AZD-IFNy-7-Day,SK28-Ctrl-4-Day,SK28-IFNy-4-Day,SK28-PLX-AZD-11-Day,SK28-PLX-AZD-14-Day,SK28-PLX-AZD-4-Day,SK28-PLX-AZD-7-Day,SK28-PLX-AZD-IFNy-11-Day,SK28-PLX-AZD-IFNy-14-Day,SK28-PLX-AZD-IFNy-4-Day,SK28-PLX-AZD-IFNy-7-Day,SKMEL28-DDR-1,SKMEL28-DTPPy1-1,SKMEL28-MRDDR-1,SKMEL28-MRDDR2-1
CSR_LATE_UP.V1_DN,-0.260553838891648,0.195157421914827,-0.127113297640205,-0.0987798408932327,-0.143518560230147,-0.315790176129692,-0.00739405676775171,0.0852627352820166,-0.136537269259189,-0.00624612592477672,0.323068769704009,0.250190391070015,0.181414297569539,0.27416486750504,0.347390296620269,0.416873167428451,-0.19581593591204,-0.362988306606328,0.278996612847641,0.345235997757002,-0.257448323088408,-0.353271567660687,-0.473404263314516,-0.421443972580983,0.0115204564089526,-0.180306038308613,0.0267288632728065,0.0625667975986085,-0.278370578866126,-0.286066102826012,-0.0831608700507038,-0.0145014351804435,0.252183614682394,-0.00705198220016642,-0.0451139601791698,0.289702346255821,0.363709661234512,0.189753644826216,0.259909028696386,0.167726992907723,-0.260872093134736,0.0506412379940374,-0.340611815194004
CSR_LATE_UP.V1_UP,0.083909751615215,0.094256639262984,0.220250553277131,0.0475686045443842,0.212004037753704,-0.0228228808284184,-0.105262893628748,-0.0354572080808342,-0.117979475108888,-0.035921874644902,0.0500721865806154,-0.0884526903749644,-0.151272057143981,-0.0602272742110851,0.383476125727898,0.161078627210054,-0.381303486222703,-0.366236935154875,0.498731384366891,0.268103466172419,-0.295889576720573,-0.326358486056022,-0.26701807948311,-0.537683628402734,-0.218794262180572,-0.383804695510938,-0.0723472440279013,-0.461312507139371,-0.491389990376082,-0.0249628853556239,0.109777293522066,0.149959428596842,0.444489785219601,0.0123389987798127,0.350248490886354,0.456251258005029,0.436102614010052,0.343790105624371,0.337680344448822,0.277155846235966,-0.431698912718429,0.37339795854307,-0.198328201211289
AKT_UP_MTOR_DN.V1_DN,0.0470041050025984,-0.144197537683662,-0.249453574757505,0.0482435498090988,-0.149793047772117,-0.271395962381996,0.126763805150377,0.140595372373746,0.203283079631263,0.130815774649095,0.181899296786584,0.284142779181074,0.19799558494069,0.246294251175502,-0.0288773132746588,-0.044682629418638,0.0728192479631309,-0.211293171697019,0.0282196547878406,0.0577532067082288,-0.22429069909355,-0.219576264564118,-0.339922060215809,-0.262163198346626,0.0888284510671928,-0.0860309812736521,-0.103078520593779,-0.0706806625250748,-0.258829237824237,0.186236231310418,0.151815530069683,0.0401084561978714,0.13068571111901,0.186660748137792,0.171898060388676,0.157829302188857,0.0866051119332344,0.216103332811738,0.0862759374712392,-0.140235655964027,-0.3379439258206,-0.128951346670478,-0.245174183639969
AKT_UP_MTOR_DN.V1_UP,0.157657336598961,0.0560879639149975,0.0915445824413567,0.32830769072948,0.0106142911349456,-0.155701221488508,0.192940936928333,0.215744459680731,0.103839151644623,0.161930844252769,0.400075306577722,0.440279722704007,0.261648890003096,0.328747573604414,-0.0843595370992067,-0.0932919521952491,-0.314841509352781,-0.353217400291008,-0.298279202080663,-0.259448046675262,-0.116073163656074,-0.418287868052019,-0.460117605696295,-0.319455015166714,-0.240502996395654,-0.23768664503504,-0.161870370652248,-0.11710032820768,-0.168360755766403,0.0785457364910793,0.250714430697553,-0.102812677090317,0.201963045952332,-0.107834208564683,0.0796924993570059,0.222895085354314,0.291217621329676,0.113738711530171,0.0462751996246023,-0.0570819561185602,-0.0773369795355568,-0.0165511952973468,-0.113168437595352
AKT_UP.V1_DN,-0.0670172741487342,-0.0381657783557172,-0.247123888441618,-0.045217017167396,-0.261356012134804,-0.279328677440151,0.08627186205077,0.0580841240367251,0.0311123968078874,0.033467797533278,0.166926794510926,0.157944673426121,0.0937268025225583,0.0652183817534487,0.313354304033192,0.187232021058316,0.0303639130012303,-0.186509842023092,0.322355204927469,0.163490893286361,-0.256557577896122,-0.274439686555832,-0.349175415154403,-0.287806819120886,0.127888503781138,-0.132526564985148,-0.035222099364821,-0.00144404142527976,-0.208324187505296,0.00082336742078104,-0.022212322886775,0.100340359372123,0.244625321210795,0.0864211510667459,0.0934714979459105,0.239928720850226,0.24849620178761,0.108745367500618,0.224468129893931,-0.154052107772223,-0.297663507189346,-0.163685818521671,-0.23346507227279
AKT_UP.V1_UP,0.0653483126380917,0.0785280900565901,0.145456755570076,0.293172449718258,-0.0201265910182913,-0.18421474574577,0.137102936558539,0.146225453815087,0.0488569367357695,0.166683271116387,0.451960495939852,0.485456705949532,0.284967465493899,0.392353228084642,-0.219391356232551,-0.0939186816788292,-0.381904207932927,-0.360721054552691,-0.312979729400425,-0.241355594512551,-0.12139551738645,-0.417007181166357,-0.492660383832644,-0.270642284867067,-0.0642456043500906,-0.0169900163688692,-0.041473475853799,0.0413548347699926,-0.00912928765945273,0.00296860513496403,0.265824724556666,-0.0350173046609107,0.036318027893592,-0.156802666664173,0.112901940081864,0.183915383086458,0.166325001674072,0.131967489634993,0.0959819737722187,-0.0971373443905932,-0.214876010683471,-0.0292535684881186,-0.206297271113006
MTOR_UP.V1_DN,-0.208966080429808,-0.101815689552947,-0.165485683660144,-0.23039178905186,-0.139073921302034,-0.199927484210178,0.16975719680093,0.231884452903859,-0.0169405104761058,0.110326827548092,0.171724492196193,0.174063547832776,0.0099744395608754,0.081291023027597,0.341469269250766,0.088570976781914,0.0295008340576315,-0.22956750207152,0.299005292417934,0.0867575001517849,-0.190354793886119,-0.135190162816666,-0.238158635231717,-0.193768164690642,0.206601275754443,0.019871776080325,0.110371422428394,0.123816924989645,-0.099475574421749,-0.252177448704646,-0.204810698381073,0.121209411671729,0.177813357667273,-0.0270358301719217,-0.0477765045381486,0.0622332964046501,0.0749998432687269,-0.019586143952205,-0.00303212003306422,-0.0935962570220617,-0.242112354354881,-0.10658943699193,-0.247484907802503
MTOR_UP.V1_UP,-0.0949420387322044,-0.0355696921186446,0.292618126554937,0.0792652252653351,-0.0159610091970126,-0.0475923764120823,-0.0857350056616631,-0.0234396196901348,-0.073443411790818,-0.0815258354578444,0.254676786515991,0.291979826582426,0.141916783819571,0.192953207757799,0.00867671885879021,0.10648781722801,-0.331330627754458,-0.230787828927278,0.0067722621782807,-0.0177386655563708,-0.096262343682891,-0.24730826536456,-0.295274053334615,-0.255905614252917,-0.130931265393767,-0.0320745884615661,0.0852279893678198,-0.0434062823566628,-0.169439894561038,0.0488322191321077,0.187630539410914,-0.0320782156321429,-0.00390893230520951,-0.168871027118365,0.131612667214106,0.18336021572721,0.208670982948445,0.0268595763025198,0.0677273990886893,0.0223765117643215,-0.201868685354354,0.0806701151987016,-0.254470141822217
PGF_UP.V1_DN,0.0356710748740387,-0.0519230399265965,-0.0998278253046205,0.121035553542445,-0.0902751505651623,-0.193665427186355,0.140014724329969,0.0924698663061595,0.127979347922885,0.0672590839053235,0.189084046352287,0.0294279442489754,0.176015258080303,0.0780247183798198,0.0346837648468684,-0.00992944045815863,-0.0902299600520857,-0.306953702101747,0.00615214515189511,-0.063198232973447,-0.21908255258323,-0.211322123267767,-0.111685195709826,-0.0344433530613788,0.139571039854366,0.0716233818414624,0.0793787087490811,0.00240982968963138,-0.0674265947405093,-0.130964248377204,-0.157562913690622,0.0224765167196424,0.0363322624951525,-0.0258924659747451,0.173320799513641,0.0560847068169231,-0.0617580948290502,-0.126798757294039,-0.0357064494533994,-0.106877458526531,-0.108541998875407,-0.0521619786161088,-0.0110943042839515
PGF_UP.V1_UP,-0.20970042762416,0.132796174353657,-0.309541967452521,-0.0813871953971301,0.205288341909057,-0.255271582113196,-0.155901123466305,-0.156193814463898,-0.249932226879709,-0.259509425694871,-0.165158433579494,-0.0762467646330385,-0.0476711848972156,-0.126391717214115,0.252931391879026,0.304853426266058,0.326502284325672,-0.0027939166412764,0.248795370690468,0.3869488672396,0.109148823654261,-0.00181351519679135,-0.182767405244738,-0.342940233332975,0.142951228120748,-0.0531202306284952,0.10905727574542,0.17265763186617,-0.10947823152888,-0.212496329006596,-0.230724134734306,-0.321556539966855,-0.106098538160049,-0.262192717389948,-0.252892798991979,-0.0520361571361893,0.305344045824476,-0.219371379915741,-0.216324806361138,0.375133347479567,-0.180239267637934,0.195575586063465,-0.161182520919681
VEGF_A_UP.V1_DN,0.0718085421696103,0.146733093631485,0.107231889853785,0.106316414944774,0.424951229441432,-0.00439059388989771,-0.140640432922038,-0.171150381334584,-0.121723753350567,-0.174612991561911,-0.188028278317001,-0.00500086674693975,-0.168368000864786,-0.191422455435387,0.208923774584445,0.0918722553248166,-0.0610899098716864,0.0406765510924968,0.300531626505503,0.23459557588488,0.0937429789105701,-0.225207045959794,-0.384381533453146,-0.500040304492324,-0.0705413757990906,-0.342010311835982,-0.107828696920947,-0.359239032745539,-0.41399902482483,0.194753514812073,0.0996259113554098,0.0267991930557866,0.140427013408827,-0.0255086829932078,0.0480611965612281,0.0518879339555431,0.313416513088509,0.0709202863592603,0.0833557455563257,0.396766072895272,-0.234236118201968,0.443280291161664,-0.23402432297066
VEGF_A_UP.V1_UP,-0.0193355739220755,-0.0947997601282019,-0.344750679949541,0.130745776522202,-0.254496164026553,-0.321254546480012,0.14086935231974,0.190770333850875,0.0945642119681368,0.225879034781871,0.271015614517292,0.282676485456513,0.330752363248675,0.269014836359769,0.17114582167578,0.187208116717934,-0.0640423471584743,-0.344471543941217,-0.00144991624264187,0.0704532008664475,-0.208216041298087,-0.261734611372005,-0.251343960220148,-0.300209579560307,-0.0773328383364829,-0.08313754197619,0.0243862713735546,0.0797159396444484,-0.146897801477278,-0.218941568821567,-0.148187690577356,0.105706404315395,0.159549275126964,0.0996635882257775,0.061796620824135,0.15563052551978,0.236876214879107,0.084189065901432,0.0788649068048656,-0.120281204096845,-0.221116105749708,-0.0288090009272091,-0.161690977052743
BCAT_GDS748_DN,0.0917893167485234,0.0977165856705165,-0.0465440790152621,0.0559282021806631,0.0043054740422101,-0.299438085256611,-0.0506512725581414,-0.0398287524937368,-0.0630974675526757,0.0951166218736812,0.146161347952513,0.021614108223409,-0.0583112080302614,-0.0699698464398721,-0.0147688363675826,0.279796138357714,-0.319242490237778,0.148832832556462,0.184433704567401,0.173804778430458,-0.105946709123959,-0.181751252245464,-0.33324702364552,-0.0511473320920438,0.0886904007782523,-0.0869467065286575,-0.20359621863826,0.116913195341802,-0.222673091771922,0.122914221345701,0.105181998787362,-0.149682128916555,0.000175753534511131,-0.116281468590027,0.0547951777654938,0.163059655290189,0.212334732811969,0.127195549244436,0.117589913807558,-0.0356632913984922,-0.396741731098566,-0.0595618241358321,-0.359130317997146
BCAT_GDS748_UP,0.226207691490848,-0.228314722056558,-0.339351146614816,0.314752251355793,-0.205418071313757,-0.356244416365698,0.266027408444562,0.0843581268829225,0.0487380601240305,0.228329391625206,0.327120169601555,0.255820216106139,0.130448150000244,0.281435504614508,0.210425053935873,0.219482679244002,-0.303886375180171,0.0328335833312343,0.0455209681373674,0.0538445953285833,0.116925847383184,-0.193110066695611,-0.374479848093677,-0.368192207925863,0.112898862966644,-0.27404058090227,-0.0608953716375625,-0.204644823903598,-0.341223699813358,0.226190172182968,0.274350652566254,-0.0863496789550499,0.207131785150785,-0.0109783228543943,-0.00788863097205808,0.382979635588883,0.391723125641469,0.240693785352221,0.269356917964375,0.134542741198425,-0.207608097471688,0.117441480760141,-0.384532566089219
BCAT.100_UP.V1_DN,-0.096405056395371,0.0703961345619907,0.249975944597586,-0.200499433839906,0.359676559439156,0.336574464465385,0.23617306311306,0.24835409185515,0.12185889097977,0.206610793027632,0.144773828459823,-0.0548940514681621,0.0352435186826187,0.0331157012087145,-0.207461793569621,-0.287984221752681,0.173165051605672,-0.128558764754858,-0.236976950425298,-0.26867461880073,-0.406587216285653,-0.161318217474243,-0.0246122913711035,-0.232422216507899,-0.135502039888877,-0.108678055569721,-0.117340976295538,-0.129777553590662,-0.152242321265187,-0.244965336963898,-0.321567265248592,0.371558272647503,0.266477498010576,-0.216125784859085,0.234649720088302,0.25252424232044,0.227310841898825,-0.171031418481794,-0.0538113544065547,0.266401405650001,-0.11882675849185,0.125589290626811,-0.127398143635699
BCAT.100_UP.V1_UP,-0.216623268164725,-0.288669029821599,-0.106196007191118,-0.129755583979971,-0.353226212220619,-0.164987630321245,0.135519758670032,0.161926640668184,-0.0103197623586613,0.16863149301887,0.349225717437205,0.392251880927322,0.0712607359312429,0.289291920149571,0.105675650959045,0.353780724161649,-0.316527547886677,-0.377281766678796,0.271994753586458,0.204593787941861,-0.347936510690521,-0.0862533098820638,-0.149005184633833,-0.414661949368986,-0.141228341705849,-0.0704014693342694,0.246570497684038,-0.351387039155533,-0.381316261858919,-0.127640216309553,-0.187594639649226,0.136099799673581,0.367328940663974,0.20147678904098,0.342194065826485,0.429978786982169,0.443525667521121,0.0869248564350283,0.390238004648817,-0.176421415316243,0.0365353792555483,-0.192074131662927,-0.152633925093073
ATF2_S_UP.V1_DN,-0.0121918598518186,0.0241015323204208,-0.0165943425487685,0.0288693509346997,-0.0438960798195376,-0.12292085771525,0.0813102840627947,0.107281782727718,0.0245458747889773,0.0695055776126988,0.147540517160845,0.192385454431712,0.0576194628860121,0.0507012890781378,0.257514292670185,0.0704356869091989,0.013330178384146,-0.213975306962092,0.0661480476433785,-0.0891589871120163,-0.248228544479089,-0.214139177555466,-0.376117260077079,-0.244026803894513,-0.0292646485505162,-0.132592378548607,-0.0970040238788663,-0.0961427023121393,-0.231383038240357,0.00772495675061488,-0.0440489373982296,0.0308514281425103,0.13415328416369,0.104257092573632,0.017432275060218,0.168042049369917,0.314134557881944,0.168927220285829,0.0481813640159146,0.0724570076272312,-0.179780005227233,0.0249847749175115,-0.183473169491028
ATF2_S_UP.V1_UP,0.0409854913481789,-0.0686637921849348,0.0825061902593329,0.0190487131043762,0.0200807198624423,-0.176651576821176,-0.0400882392238039,-0.0702257331355197,-0.124413253095475,-0.0387751456435607,0.129690020288214,0.110051936908677,0.0245620225111943,0.039062869001885,0.137861295372806,0.195800129688375,-0.0799557136512244,-0.159844628182156,0.091524246943025,0.0591304622886621,-0.0233398888104981,-0.319692388688519,-0.237101135053522,-0.284163759946439,-0.145762711199035,-0.079912919197514,0.0389225560147684,-0.149916230207548,-0.179935020637797,0.0542822212768993,0.220156260576637,-0.0797792100738797,0.0517843304327291,-0.0693927186829235,-0.00783395313686562,0.11783258613244,0.128342536606756,0.0857413613634494,0.0789242953485501,0.111206717445128,-0.0830751456320634,0.150435219128223,-0.099433789166241
ATF2_UP.V1_DN,-0.0176743700174171,0.0732505885304913,-0.0958986810793421,0.00439045207273256,0.215746786190939,0.0021168594054615,0.142613536918321,0.147851791445816,-0.0645322432746055,0.0660509537136779,0.236697081891756,0.231744333485636,0.0683075703674462,0.0462512988052447,0.322273164112189,0.0778377434253454,0.0542021727973712,-0.256337519465706,0.151312966720802,-0.0561285810308251,-0.303829884532382,-0.283256259161542,-0.421403421793748,-0.350754519110285,-0.0508570601240498,-0.173539816013274,-0.0911292648448582,-0.00151334057270994,-0.237344642631993,-0.0631620928014659,-0.129766779849102,0.0628494858928507,0.117515101179656,0.111942879843971,-0.0193170174722137,0.125031666209379,0.288986966829651,0.0778049541472229,0.0826400153040707,0.217296665218532,-0.306345764049963,0.148598454102617,-0.255338944023723
ATF2_UP.V1_UP,0.272398666262215,-0.10810420128293,0.0189475138568435,0.148513112709848,-0.121814787012866,-0.222839371241709,0.0423206528221101,0.0342942267637871,-0.0283581866898593,0.116976290602856,0.155768724743646,0.0863852515074832,0.0518168120376212,0.101803534897305,0.106523878406382,-0.0351433023991224,-0.131287909512551,-0.133402294215417,0.0173192929880637,-0.00959341776475903,-0.0726565840496332,-0.213186695675211,-0.163730443566922,-0.146270386321535,0.00636848874956664,0.0452930902464667,0.0391836670021841,-0.0977513173803232,-0.144596819595124,0.171933045999323,0.130734785705241,-0.13046571556303,-0.0272572636111107,-0.00582999525569045,-0.0747513852621388,0.0476375843352446,0.0143236069065368,-0.0258283809937399,0.0371066775992558,-0.0640403111395741,-0.0872238907718208,0.0727966511463396,-0.102758354584093
WNT_UP.V1_DN,-0.0476891615772468,-0.068648859846097,0.0160297750486608,0.0659584057182054,-0.261216888878829,-0.158775717549742,0.0168051006180538,-0.13012961341125,-0.04068186788478,-0.0423553736173376,0.00102324347738905,0.108938972599272,0.004285541219128,0.0455910399865835,0.115458142507895,0.177770853620528,-0.0742413212266316,-0.179102474857602,0.104498378558647,0.0518409355763715,-0.112798257171218,-0.189008860095199,-0.256371317901588,-0.210320894536358,-0.0592430049198079,0.0801838384809775,0.0568260616235731,0.0724813153202425,-0.0914879882786895,-0.0468869960981682,0.101927938524715,-0.0374400413577125,0.0387467295327324,0.00426696248495192,0.110135623375157,0.235382083254866,0.145442838576385,0.0302269761453966,0.126781561887791,-0.0464601305264657,-0.0783369530640854,-0.0718828256465921,-0.12576086677809
WNT_UP.V1_UP,-0.018027776875895,-0.0265630472973176,-0.0106269180498286,0.0576268017127147,-0.036892904493681,-0.0692075835716251,0.0410424931131989,0.0613777383462888,0.142099221617596,0.0858994491556923,0.074463216044356,0.0982410362328156,-0.0523713610819661,0.0864185106388723,0.048162247657421,-0.0287786726687194,-0.160871633113914,-0.0714901236576511,-0.000247836261937029,-0.0675326422070236,-0.138972980882825,-0.0463630171087313,-0.124059324035311,-0.0370171659975944,0.0715831840997298,0.031890038090666,0.0426002125627169,-0.0697011064733072,0.0278172473964634,-0.0588303286709931,-0.105675135164646,0.0981886245284475,0.0487283231979412,0.0673823003533708,0.0240629163760921,-0.0321827312067414,0.00621567047401023,-0.0521566283126359,0.0275056348170788,-0.152128125180877,-0.0834429801797286,-0.0383680261459261,0.0128826344329122
ATM_DN.V1_DN,-0.139949760247867,0.00794590853599164,0.295286586766203,-0.15297743191405,-0.00520403629232774,0.175594135231901,-0.157800276262132,-0.0203049182130835,-0.159231121861804,-0.129437090722332,-0.114855441747186,-0.0569897381946075,-0.0926923766576565,-0.0927311478456589,-0.000432902649470907,0.0241815652270519,0.049138168667218,-0.0454438937798574,0.0241782096792161,0.0230717390776218,-0.0276425896821672,0.0179284971281625,0.18745678779253,0.277915142376527,0.00169438994334997,0.0960444563909779,0.103055585380376,0.205602154136696,0.228829685540585,-0.185974962706992,-0.194749368918332,-0.0627192712214638,-0.0934642743620694,-0.18826253951619,-0.251065607583382,-0.0776448683607248,-0.133701190162249,-0.152900849910129,-0.0270526584979364,0.0699848047993268,0.236004112221253,-0.0102330975819621,0.155323149857807
ATM_DN.V1_UP,-0.0263365146001789,0.00126697443192747,-0.057490129892722,-0.0192999645223817,-0.0326356825357826,-0.0100146553829549,0.155203491140307,0.169201590201478,0.0143229100832969,0.042133386691492,0.115102609353844,0.105530204486165,0.0298442609014535,0.0539709435242435,-0.156006536026939,-0.161866009837813,-0.125221344251984,-0.219200368232945,-0.159410545217358,-0.0882482242458218,-0.117156882379922,-0.132400027777168,-0.171267567604648,0.0910637089767625,-0.0525883511308455,0.0570231580298136,0.0337627787123935,-0.00742579084743958,-0.0230578931882371,-0.135240163981022,-0.130146800251647,-0.0306314652975878,0.094181150655675,0.0071161382551633,0.00143987284307392,0.0578557375120235,0.0929696122028701,-0.00278537837139997,0.0841844294350459,0.000982953806942549,0.0896320246113828,-0.0755057701400387,0.072533547127812
P53_DN.V2_DN,0.0281819297310558,0.0435069681782837,-0.158385449968228,0.128195228162764,-0.130829890476191,-0.141792244848378,-0.0128998435556257,-0.108019057727533,-0.013128606154382,0.0399888697477388,0.157803993727552,-6.12912760826756e-05,0.0980833568964026,0.120174915371607,-0.016770407445326,0.101234779901408,0.00768179262857396,-0.122800270607723,0.0515569127922725,0.0479006136949539,-0.125384514856764,-0.202792675329078,-0.255618160181691,-0.231687611723825,0.0577584687087777,0.0285422319374316,0.0322151069342613,0.00463214663220848,-0.0156449906388123,0.109258236996724,0.116023278220184,-0.0967648662149205,0.092196380755925,0.105872966908237,-0.0756890581099544,-0.0201895829099435,0.0481982764514678,0.086127727756622,-0.0604082844753363,0.0558251020611751,-0.123945057140928,0.0777141996973986,-0.0696861834575889
P53_DN.V2_UP,-0.0431007457844464,-0.00132935686116659,0.0598752397529683,0.157191372514864,0.0318619512337833,0.00859999513038462,-0.172370718606807,-0.136490730129549,-0.211657406689841,-0.266549632717659,0.0137576076900148,0.00392138567153055,-0.173169705548967,-0.154042351176991,0.155478319785922,0.0433894691315657,-0.137121447173409,-0.0996959775962913,0.0884569467554513,0.0629539879803619,0.0795779824064013,-0.0896138589791883,0.0539478371016113,-0.0310085039923798,0.0517354003641119,0.0863826976728573,0.126505666311952,0.0468151033494137,-0.0029501778771284,-0.11954903287421,-0.0174320374166092,-0.233353246441966,-0.111711618955114,-0.192692654393292,-0.232715017823479,-0.0924569512537544,-0.0471300890343594,-0.213096557730719,-0.188617196385669,0.260478723233716,0.139468637810026,0.267698506205497,0.224072759333446
RELA_DN.V1_DN,-0.00178132535485506,-0.0301760024123298,0.20979253216616,-0.00901128879455551,-0.158575831819544,0.0566790325684876,0.0678146775627324,0.0296497695895722,-0.0556768376034584,-0.0997608292886027,0.063741382852061,0.115862606540878,-0.0576989889270971,-0.0887807968200918,0.00574599875421988,0.0315487155733477,-0.136088908326264,-0.232913565737963,-0.0356499110953785,-0.00577592835617441,-0.0460978270157022,-0.185598085561861,-0.0404753293765774,0.186159294613818,-0.0564752187868298,0.068901454399594,0.0605212124864485,0.143903724262211,0.2127118423382,-0.155120144747064,-0.121583436850546,-0.115427339371861,-0.0152642745753399,-0.298925262761138,-0.0696901398554783,-0.148919198937776,-0.0903689147165694,-0.275178893103491,-0.175101175596665,0.0902529247904362,0.14344887247391,0.110912278821414,0.242775855675249
RELA_DN.V1_UP,0.0114788790783299,-0.0773269402439274,0.0360849441087155,0.0634624347944678,0.0192379046029687,-0.163227890392871,0.0180347642894758,0.00294397270009686,-0.0143727198945929,-0.0178234533654168,0.0778418201898388,0.19711642717564,-0.0939346284070965,0.0639970797764515,0.121022605895691,0.035456638528174,-0.10950464591815,-0.128003042802294,0.118947668701292,-0.0222519186384977,0.0471176911557733,-0.0666302163836052,-0.0910422829378662,-0.317443845760692,-0.134307502378542,-0.0333955915626007,0.109046301417199,-0.148424797850585,-0.141199025777828,-0.0593821015573494,0.085676848264234,0.129275891476231,-0.0418495277338058,-0.0218653742983475,0.0647262497564142,0.104706144367268,-0.0548688196631163,0.094806275365141,0.0397461728191346,0.177234638844704,-0.152362927915091,0.111948941551061,-0.183718510948326
P53_DN.V1_DN,0.302162511261477,-0.283716108895559,-0.348535234011212,0.332434563443333,-0.256336458295217,-0.426761078113221,0.107038173319542,0.176194648062151,0.0559352173410734,0.0377375486295891,0.0991229155102164,0.0203769309310419,0.0896343163251931,0.0368855929646288,-0.0189014876901032,0.121787783182019,0.019761070506934,0.290635599065483,0.0739564416340774,-0.0424980776898607,0.132411363780178,0.137921245928658,-0.410991348126944,-0.458744366299953,0.00906196409938545,-0.35295448854549,-0.236224052504756,-0.0283253193654521,-0.335414091328426,0.371037011378743,0.322489625772181,-0.00189894404219704,0.366534751385642,0.376360211211607,0.142412264124549,0.129289835777012,0.369712536046462,0.330049678572731,0.167217400605141,-0.314216598854547,-0.383697768608846,-0.392586360259534,-0.381539174980499
P53_DN.V1_UP,-0.149383297437797,0.262614158113544,0.101124326101526,-0.000288325105373327,0.315454265313691,0.0287576334449839,0.0982070708005936,0.191619994935802,0.00396096534463747,0.106308385055238,0.158529023329162,0.253412343282118,0.0954728194289228,0.0938268210598879,0.3460814987184,0.145845248427197,-0.211752918523262,-0.446264585583705,0.230086468443492,0.0546089409535979,-0.302620402867587,-0.386696611601499,-0.445879301864362,-0.411458030488392,-0.0372156097634737,-0.194122819126303,-0.029597749341823,-0.251525712317374,-0.322654284446483,-0.2587025783864,-0.182159616164218,0.187200250030474,0.254480903274892,-0.193839154518097,0.0804060658634722,0.294753883544493,0.315536857130441,-0.0630625386453098,0.0482383790897308,0.297584041444359,-0.223654976231187,0.26825625387592,-0.117089610370753
BCAT_BILD_ET_AL_DN,-0.278738496881298,-0.0724829988800665,0.108419645390974,-0.128400687431996,0.245883551661031,-0.318933247707271,-0.150088322066147,0.176109462414736,-0.243356934337682,-0.196273386767989,-0.186309956032757,-0.0122112035800945,-0.244973237076071,-0.246570011432753,0.440279562989886,0.447390107069817,0.0543683299805142,-0.368333176192148,0.557179269476836,0.139680155096037,-0.219069451009022,0.00488843455143523,-0.127242092531996,-0.435697496346658,0.266795414048509,-0.083301767180217,0.276749071917943,-0.217606537420526,-0.408368482598077,0.197190037092894,-0.0232279698492088,0.134522808372351,0.144289155665085,0.0775454981615983,0.0868999721608425,-0.0397994503151292,-0.0615518553295452,0.263298524823068,0.0347506368253516,0.283331467669603,-0.38821244498627,0.304895464648814,-0.412344799913778
BCAT_BILD_ET_AL_UP,0.221960788308405,0.140989305020692,-0.306685586302655,0.203691750259868,0.0315152062203935,-0.34102596919624,0.357880520930397,0.417641742856771,0.449707880012085,0.384747938330733,0.388353554253816,0.416741163948999,0.390884624378432,0.441520020744011,0.225337657310778,-0.164103341569262,-0.212100344423092,-0.456555444181533,0.139582559104123,-0.307143552077695,-0.336101484803805,-0.328767348876473,-0.471396264853949,-0.430794430347337,0.0482733423042096,-0.293328840499734,-0.032146330965005,-0.239055878906889,-0.395686652159349,-0.0312130794451709,-0.0829273792679587,0.240612670039575,0.314691596282961,0.273177451175928,0.315971275786491,0.126650509219847,0.329525787629433,0.189973238923248,0.271931942962292,-0.371020196983862,-0.581671218006406,-0.199081639051701,-0.410810767487772
E2F3_UP.V1_DN,-0.0440111574760768,0.0864493855327384,0.173680009615321,0.0243812289456048,-0.185354409083562,-0.175141606100351,-0.316261583491018,-0.283551686301253,-0.240866395283585,-0.295166074233065,-0.0804614022074295,0.0593947622312033,-0.256384699575381,-0.167436752634819,0.143340559537868,0.275722779910883,-0.12515189424853,0.111844101096462,0.0511258186587708,0.137794443652069,0.208577722731351,-0.172205047093438,0.028517671917191,-0.050152624736135,-0.0848358298387472,0.0247312778835148,0.177880437149224,0.0264868539272525,-0.0986363692229697,0.0888418162568968,0.165310237642363,0.100836575344862,-0.0461949478137908,-0.0754854095429512,-0.183386401595225,-0.0958135307111862,0.13456921032261,-0.0575140274405566,-0.139805996437591,0.141184341371263,-0.0772786063707534,0.181001509398674,0.08605052541877
